,record_id,user_id,age,gender,region_name,urban_level,is_internet_user,isp,connection_type,tariff_name,daily_hours,usage_purpose,monthly_cost_egp,download_speed_mbps,year,Reason_Not_Using_Internet,Age_Group,Internet_Speed_In_Region
4523,4524,4524,26,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 80GB,6.7,Social Media,450,40,2015,IS_Internet_User,25-34,14.0
4524,4525,4525,31,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,4.3,Social Media,120,10,2016,IS_Internet_User,25-34,17.1
4525,4526,4526,44,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,5.3,News,420,40,2024,IS_Internet_User,35-44,14.0
4526,4527,4527,59,Female,Delta,0.6,0,Etisalat,,,0.0,,0,0,2023,Low digital literacy,55+,14.0
4527,4528,4528,33,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,5.8,Streaming,120,10,2019,IS_Internet_User,25-34,15.8
4528,4529,4529,26,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,4.8,Streaming,120,10,2023,IS_Internet_User,25-34,15.8
4529,4530,4530,16,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.7,Gaming,260,25,2017,IS_Internet_User,15-24,12.0
4530,4531,4531,20,Female,Alexandria,0.92,1,Etisalat,Fixed Broadband,Etisalat Extreme,7.4,Streaming,620,100,2019,IS_Internet_User,15-24,13.7
4531,4532,4532,22,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,4.7,Social Media,120,10,2015,IS_Internet_User,15-24,17.1
4532,4533,4533,67,Male,Giza,0.9,1,Orange,Fixed Broadband,Orange Ultra,3.0,News,600,100,2016,IS_Internet_User,55+,17.1
4533,4534,4534,15,Female,Giza,0.9,0,WE,,,0.0,,0,0,2021,No internet coverage,15-24,17.1
4534,4535,4535,63,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.1,Communication,150,15,2024,IS_Internet_User,55+,15.8
4535,4536,4536,39,Male,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Plus,5.2,Work,350,50,2022,IS_Internet_User,35-44,13.7
4536,4537,4537,63,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,2.2,News,350,30,2015,IS_Internet_User,55+,14.0
4537,4538,4538,74,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,3.0,News,120,10,2024,IS_Internet_User,55+,17.1
4538,4539,4539,49,Male,Upper Egypt,0.4,1,Etisalat,Fixed Broadband,Etisalat Power,3.3,Communication,340,50,2015,IS_Internet_User,45-54,12.0
4539,4540,4540,67,Female,Cairo,0.95,0,WE,,,0.0,,0,0,2020,No perceived need,55+,15.8
4540,4541,4541,18,Female,Delta,0.6,1,Etisalat,Fixed Broadband,Etisalat Extreme,7.9,Streaming,620,100,2021,IS_Internet_User,15-24,14.0
4541,4542,4542,28,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,4.3,Streaming,120,10,2020,IS_Internet_User,25-34,12.0
4542,4543,4543,29,Female,Cairo,0.95,0,Etisalat,,,0.0,,0,0,2018,Low digital literacy,25-34,15.8
4543,4544,4544,21,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,4.7,Social Media,120,10,2019,IS_Internet_User,15-24,12.0
4544,4545,4545,43,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,4.2,News,350,30,2023,IS_Internet_User,35-44,14.0
4545,4546,4546,49,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 80GB,3.7,News,350,30,2015,IS_Internet_User,45-54,13.7
4546,4547,4547,35,Male,Alexandria,0.92,1,WE,Fixed Broadband,WE Gold,5.8,Work,700,100,2022,IS_Internet_User,35-44,13.7
4547,4548,4548,22,Female,Delta,0.6,1,WE,Fixed Broadband,WE Bronze,7.6,Streaming,250,30,2024,IS_Internet_User,15-24,14.0
4548,4549,4549,49,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.8,News,150,15,2016,IS_Internet_User,45-54,12.0
4549,4550,4550,26,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,5.3,Social Media,200,20,2019,IS_Internet_User,25-34,14.0
4550,4551,4551,54,Female,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2019,Cannot afford device,45-54,12.0
4551,4552,4552,49,Female,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2020,Cannot afford device,45-54,12.0
4552,4553,4553,54,Male,Giza,0.9,0,Orange,,,0.0,,0,0,2018,No internet coverage,45-54,17.1
4553,4554,4554,43,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,4.1,Work,260,25,2020,IS_Internet_User,35-44,14.0
4554,4555,4555,27,Female,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2015,Physical disability,25-34,12.0
4555,4556,4556,61,Male,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,2.8,News,140,15,2019,IS_Internet_User,55+,17.1
4556,4557,4557,34,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,5.8,Work,120,10,2020,IS_Internet_User,25-34,14.0
4557,4558,4558,28,Female,Delta,0.6,0,Orange,,,0.0,,0,0,2022,No internet coverage,25-34,14.0
4558,4559,4559,48,Male,Alexandria,0.92,1,WE,Fixed Broadband,WE Silver,3.2,Communication,400,50,2019,IS_Internet_User,45-54,13.7
4559,4560,4560,71,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 20GB,2.4,News,140,15,2023,IS_Internet_User,55+,14.0
4560,4561,4561,21,Male,Upper Egypt,0.4,1,Orange,Fixed Broadband,Orange Home,7.4,Gaming,180,30,2022,IS_Internet_User,15-24,12.0
4561,4562,4562,41,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,4.9,News,400,50,2019,IS_Internet_User,35-44,14.0
4562,4563,4563,34,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,4.8,Work,260,25,2022,IS_Internet_User,25-34,15.8
4563,4564,4564,35,Female,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Max,5.0,News,650,100,2018,IS_Internet_User,35-44,17.1
4564,4565,4565,20,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 80GB,6.1,Streaming,420,40,2020,IS_Internet_User,15-24,15.8
4565,4566,4566,55,Male,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2020,Low digital literacy,55+,12.0
4566,4567,4567,49,Female,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 80GB,3.6,News,450,40,2015,IS_Internet_User,45-54,13.7
4567,4568,4568,46,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.8,News,450,40,2022,IS_Internet_User,45-54,14.0
4568,4569,4569,55,Male,Giza,0.9,1,Orange,Fixed Broadband,Orange Ultra,3.4,Communication,600,100,2022,IS_Internet_User,55+,17.1
4569,4570,4570,26,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,6.0,Social Media,200,20,2020,IS_Internet_User,25-34,12.0
4570,4571,4571,50,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 80GB,3.0,News,450,40,2024,IS_Internet_User,45-54,12.0
4571,4572,4572,47,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,3.4,Communication,120,10,2015,IS_Internet_User,45-54,15.8
4572,4573,4573,26,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,6.2,Work,200,20,2018,IS_Internet_User,25-34,13.7
4573,4574,4574,43,Male,Giza,0.9,1,Orange,Mobile Data,Orange Go 80GB,4.0,Streaming,420,40,2017,IS_Internet_User,35-44,17.1
4574,4575,4575,26,Male,Cairo,0.95,1,Orange,Fixed Broadband,Orange Ultra,7.2,Streaming,600,100,2018,IS_Internet_User,25-34,15.8
4575,4576,4576,43,Male,Delta,0.6,1,Orange,Fixed Broadband,Orange Extra,5.7,Work,330,50,2023,IS_Internet_User,35-44,14.0
4576,4577,4577,51,Female,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Home,3.6,Communication,190,30,2019,IS_Internet_User,45-54,15.8
4577,4578,4578,53,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,3.0,Communication,240,25,2021,IS_Internet_User,45-54,14.0
4578,4579,4579,50,Male,Delta,0.6,1,WE,Fixed Broadband,WE Start,4.5,News,140,10,2016,IS_Internet_User,45-54,14.0
4579,4580,4580,33,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,5.4,Streaming,120,10,2023,IS_Internet_User,25-34,12.0
4580,4581,4581,21,Female,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2016,Cannot afford device,15-24,15.8
4581,4582,4582,48,Female,Cairo,0.95,0,Orange,,,0.0,,0,0,2019,Low digital literacy,45-54,15.8
4582,4583,4583,26,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 20GB,5.8,Work,120,10,2020,IS_Internet_User,25-34,13.7
4583,4584,4584,44,Female,Alexandria,0.92,0,WE,,,0.0,,0,0,2021,Low digital literacy,35-44,13.7
4584,4585,4585,49,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,2.6,Communication,120,10,2024,IS_Internet_User,45-54,17.1
4585,4586,4586,28,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,5.8,Work,150,15,2021,IS_Internet_User,25-34,12.0
4586,4587,4587,52,Male,Cairo,0.95,0,Etisalat,,,0.0,,0,0,2022,Low digital literacy,45-54,15.8
4587,4588,4588,73,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,2.1,News,350,30,2017,IS_Internet_User,55+,12.0
4588,4589,4589,30,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,4.6,Streaming,260,25,2018,IS_Internet_User,25-34,14.0
4589,4590,4590,75,Male,Delta,0.6,1,WE,Fixed Broadband,WE Gold,3.0,News,700,100,2016,IS_Internet_User,55+,14.0
4590,4591,4591,29,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,6.0,Streaming,120,10,2024,IS_Internet_User,25-34,17.1
4591,4592,4592,43,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,3.2,Work,200,20,2020,IS_Internet_User,35-44,14.0
4592,4593,4593,30,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,5.7,Social Media,420,40,2017,IS_Internet_User,25-34,14.0
4593,4594,4594,22,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,6.2,Gaming,120,10,2024,IS_Internet_User,15-24,12.0
4594,4595,4595,36,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.0,Streaming,450,40,2018,IS_Internet_User,35-44,15.8
4595,4596,4596,69,Female,Alexandria,0.92,1,Orange,Fixed Broadband,Orange Ultra,2.9,Communication,600,100,2015,IS_Internet_User,55+,13.7
4596,4597,4597,48,Female,Giza,0.9,0,No is Sim Owner,,,0.0,,0,0,2016,Physical disability,45-54,17.1
4597,4598,4598,53,Female,Cairo,0.95,1,WE,Fixed Broadband,WE Silver,4.5,News,400,50,2022,IS_Internet_User,45-54,15.8
4598,4599,4599,18,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,6.9,Streaming,350,30,2022,IS_Internet_User,15-24,12.0
4599,4600,4600,24,Male,Giza,0.9,0,No is Sim Owner,,,0.0,,0,0,2019,Cannot afford device,15-24,17.1
4600,4601,4601,42,Male,Cairo,0.95,1,Vodafone,Fixed Broadband,Vodafone Basic,3.9,Work,200,30,2021,IS_Internet_User,35-44,15.8
4601,4602,4602,22,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2017,Cannot afford device,15-24,14.0
4602,4603,4603,66,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,2.2,News,240,25,2020,IS_Internet_User,55+,14.0
4603,4604,4604,33,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,4.8,Social Media,120,10,2023,IS_Internet_User,25-34,12.0
4604,4605,4605,45,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,3.3,News,120,10,2024,IS_Internet_User,45-54,12.0
4605,4606,4606,47,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,3.9,Communication,350,30,2018,IS_Internet_User,45-54,12.0
4606,4607,4607,27,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,6.2,Work,200,20,2016,IS_Internet_User,25-34,15.8
4607,4608,4608,47,Female,Giza,0.9,1,WE,Fixed Broadband,WE Gold,5.0,Communication,700,100,2023,IS_Internet_User,45-54,17.1
4608,4609,4609,66,Female,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,1.8,News,140,15,2015,IS_Internet_User,55+,15.8
4609,4610,4610,33,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,5.3,Streaming,400,50,2021,IS_Internet_User,25-34,14.0
4610,4611,4611,47,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 20GB,3.6,News,140,15,2016,IS_Internet_User,45-54,14.0
4611,4612,4612,27,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,5.7,Social Media,200,20,2015,IS_Internet_User,25-34,14.0
4612,4613,4613,40,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,5.4,News,150,15,2017,IS_Internet_User,35-44,15.8
4613,4614,4614,17,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 80GB,6.0,Streaming,410,40,2021,IS_Internet_User,15-24,15.8
4614,4615,4615,45,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,4.6,News,140,15,2023,IS_Internet_User,45-54,15.8
4615,4616,4616,48,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,2.8,News,420,40,2019,IS_Internet_User,45-54,12.0
4616,4617,4617,38,Male,Giza,0.9,0,No is Sim Owner,,,0.0,,0,0,2024,Physical disability,35-44,17.1
4617,4618,4618,16,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 20GB,7.6,Social Media,140,15,2024,IS_Internet_User,15-24,14.0
4618,4619,4619,46,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 20GB,4.3,News,130,15,2024,IS_Internet_User,45-54,14.0
4619,4620,4620,21,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 80GB,7.2,Social Media,350,30,2018,IS_Internet_User,15-24,13.7
4620,4621,4621,45,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,3.1,News,200,20,2021,IS_Internet_User,45-54,17.1
4621,4622,4622,36,Female,Giza,0.9,1,Orange,Mobile Data,Orange Go 40GB,4.2,Streaming,240,25,2019,IS_Internet_User,35-44,17.1
4622,4623,4623,20,Male,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2022,Cannot afford device,15-24,15.8
4623,4624,4624,21,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,5.7,Streaming,240,25,2023,IS_Internet_User,15-24,14.0
4624,4625,4625,45,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,3.7,News,120,10,2015,IS_Internet_User,45-54,17.1
4625,4626,4626,34,Female,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Max,7.6,Work,650,100,2016,IS_Internet_User,25-34,13.7
4626,4627,4627,48,Male,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Silver,3.1,News,400,50,2017,IS_Internet_User,45-54,12.0
4627,4628,4628,37,Male,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2020,Low digital literacy,35-44,12.0
4628,4629,4629,33,Female,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Power,6.6,Work,340,50,2018,IS_Internet_User,25-34,15.8
4629,4630,4630,40,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 80GB,5.7,Work,410,40,2022,IS_Internet_User,35-44,14.0
4630,4631,4631,51,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,3.0,News,350,30,2015,IS_Internet_User,45-54,17.1
4631,4632,4632,58,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,1.7,News,120,10,2023,IS_Internet_User,55+,12.0
4632,4633,4633,68,Male,Alexandria,0.92,1,Orange,Fixed Broadband,Orange Ultra,3.6,News,600,100,2021,IS_Internet_User,55+,13.7
4633,4634,4634,56,Female,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2023,Low digital literacy,55+,12.0
4634,4635,4635,54,Female,Giza,0.9,1,Orange,Fixed Broadband,Orange Extra,3.1,News,330,50,2023,IS_Internet_User,45-54,17.1
4635,4636,4636,33,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,4.2,Streaming,240,25,2016,IS_Internet_User,25-34,14.0
4636,4637,4637,39,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,5.4,Work,350,30,2020,IS_Internet_User,35-44,15.8
4637,4638,4638,40,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,5.7,Streaming,350,30,2015,IS_Internet_User,35-44,14.0
4638,4639,4639,50,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,4.1,News,200,20,2022,IS_Internet_User,45-54,17.1
4639,4640,4640,34,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,5.7,Work,150,15,2024,IS_Internet_User,25-34,12.0
4640,4641,4641,43,Female,Delta,0.6,0,WE,,,0.0,,0,0,2022,Low digital literacy,35-44,14.0
4641,4642,4642,51,Female,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2020,Cannot afford device,45-54,13.7
4642,4643,4643,16,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,5.0,Social Media,350,30,2023,IS_Internet_User,15-24,17.1
4643,4644,4644,34,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,5.3,Streaming,120,10,2017,IS_Internet_User,25-34,12.0
4644,4645,4645,26,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,6.2,Work,350,30,2015,IS_Internet_User,25-34,15.8
4645,4646,4646,55,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,3.0,News,200,20,2017,IS_Internet_User,55+,15.8
4646,4647,4647,43,Female,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Bronze,4.7,Work,250,30,2019,IS_Internet_User,35-44,12.0
4647,4648,4648,31,Female,Delta,0.6,1,WE,Fixed Broadband,WE Bronze,6.6,Streaming,250,30,2024,IS_Internet_User,25-34,14.0
4648,4649,4649,54,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 40GB,3.0,News,230,25,2018,IS_Internet_User,45-54,15.8
4649,4650,4650,61,Female,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 80GB,2.7,News,410,40,2017,IS_Internet_User,55+,13.7
4650,4651,4651,71,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2023,Cannot afford device,55+,14.0
4651,4652,4652,75,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,1.9,News,200,20,2021,IS_Internet_User,55+,14.0
4652,4653,4653,62,Female,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Start,1.7,News,140,10,2018,IS_Internet_User,55+,12.0
4653,4654,4654,22,Female,Delta,0.6,1,Vodafone,Fixed Broadband,Vodafone Max,7.4,Social Media,650,100,2019,IS_Internet_User,15-24,14.0
4654,4655,4655,40,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,4.4,Work,420,40,2019,IS_Internet_User,35-44,12.0
4655,4656,4656,16,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,7.3,Social Media,260,25,2021,IS_Internet_User,15-24,15.8
4656,4657,4657,27,Female,Delta,0.6,0,WE,,,0.0,,0,0,2019,Low digital literacy,25-34,14.0
4657,4658,4658,38,Male,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 40GB,4.0,Work,230,25,2021,IS_Internet_User,35-44,13.7
4658,4659,4659,55,Male,Delta,0.6,1,Orange,Fixed Broadband,Orange Home,3.1,News,180,30,2024,IS_Internet_User,55+,14.0
4659,4660,4660,43,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,4.2,News,350,30,2022,IS_Internet_User,35-44,14.0
4660,4661,4661,24,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 40GB,6.8,Social Media,230,25,2022,IS_Internet_User,15-24,14.0
4661,4662,4662,33,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.1,Social Media,260,25,2021,IS_Internet_User,25-34,12.0
4662,4663,4663,22,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,6.2,Streaming,120,10,2022,IS_Internet_User,15-24,12.0
4663,4664,4664,61,Female,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 80GB,1.8,News,450,40,2022,IS_Internet_User,55+,13.7
4664,4665,4665,41,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,3.7,Work,420,40,2015,IS_Internet_User,35-44,12.0
4665,4666,4666,15,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.2,Gaming,260,25,2018,IS_Internet_User,15-24,14.0
4666,4667,4667,28,Male,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Plus,6.0,Streaming,350,50,2021,IS_Internet_User,25-34,13.7
4667,4668,4668,73,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,2.7,News,450,40,2017,IS_Internet_User,55+,17.1
4668,4669,4669,18,Male,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2021,Cannot afford device,15-24,12.0
4669,4670,4670,20,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,5.3,Social Media,200,20,2016,IS_Internet_User,15-24,13.7
4670,4671,4671,29,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,5.9,Streaming,350,30,2017,IS_Internet_User,25-34,15.8
4671,4672,4672,59,Female,Alexandria,0.92,1,Orange,Fixed Broadband,Orange Home,2.1,News,180,30,2015,IS_Internet_User,55+,13.7
4672,4673,4673,54,Female,Giza,0.9,1,Etisalat,Fixed Broadband,Etisalat Power,3.4,News,340,50,2015,IS_Internet_User,45-54,17.1
4673,4674,4674,37,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,3.2,Work,200,20,2021,IS_Internet_User,35-44,13.7
4674,4675,4675,19,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 40GB,5.5,Gaming,240,25,2021,IS_Internet_User,15-24,12.0
4675,4676,4676,36,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.2,Work,450,40,2017,IS_Internet_User,35-44,15.8
4676,4677,4677,70,Male,Delta,0.6,0,Etisalat,,,0.0,,0,0,2021,Low digital literacy,55+,14.0
4677,4678,4678,20,Male,Delta,0.6,0,Vodafone,,,0.0,,0,0,2017,No internet coverage,15-24,14.0
4678,4679,4679,47,Male,Upper Egypt,0.4,1,Orange,Fixed Broadband,Orange Ultra,5.2,News,600,100,2020,IS_Internet_User,45-54,12.0
4679,4680,4680,31,Male,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.0,Streaming,450,40,2019,IS_Internet_User,25-34,13.7
4680,4681,4681,30,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 40GB,5.2,Streaming,240,25,2017,IS_Internet_User,25-34,12.0
4681,4682,4682,31,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,4.6,Streaming,120,10,2023,IS_Internet_User,25-34,17.1
4682,4683,4683,24,Male,Giza,0.9,0,Etisalat,,,0.0,,0,0,2018,No internet coverage,15-24,17.1
4683,4684,4684,47,Male,Upper Egypt,0.4,0,Vodafone,,,0.0,,0,0,2024,No internet coverage,45-54,12.0
4684,4685,4685,34,Male,Delta,0.6,1,Orange,Fixed Broadband,Orange Extra,4.4,Work,330,50,2018,IS_Internet_User,25-34,14.0
4685,4686,4686,67,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,2.5,News,120,10,2024,IS_Internet_User,55+,14.0
4686,4687,4687,55,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,1.8,News,120,10,2020,IS_Internet_User,55+,14.0
4687,4688,4688,50,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,4.1,News,200,20,2021,IS_Internet_User,45-54,13.7
4688,4689,4689,75,Male,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2020,Physical disability,55+,13.7
4689,4690,4690,36,Female,Cairo,0.95,1,Orange,Mobile Data,Orange Go 80GB,3.9,News,420,40,2019,IS_Internet_User,35-44,15.8
4690,4691,4691,24,Male,Alexandria,0.92,1,Etisalat,Fixed Broadband,Etisalat Power,5.2,Gaming,340,50,2021,IS_Internet_User,15-24,13.7
4691,4692,4692,27,Male,Delta,0.6,1,WE,Fixed Broadband,WE Bronze,6.1,Streaming,250,30,2024,IS_Internet_User,25-34,14.0
4692,4693,4693,46,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,4.2,News,200,20,2016,IS_Internet_User,45-54,15.8
4693,4694,4694,15,Male,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 40GB,7.2,Streaming,230,25,2021,IS_Internet_User,15-24,17.1
4694,4695,4695,25,Male,Upper Egypt,0.4,0,Vodafone,,,0.0,,0,0,2017,No internet coverage,25-34,12.0
4695,4696,4696,71,Male,Alexandria,0.92,1,WE,Fixed Broadband,WE Silver,2.2,News,400,50,2020,IS_Internet_User,55+,13.7
4696,4697,4697,19,Female,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 80GB,6.7,Streaming,410,40,2017,IS_Internet_User,15-24,17.1
4697,4698,4698,33,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,6.4,Streaming,140,15,2016,IS_Internet_User,25-34,15.8
4698,4699,4699,47,Male,Delta,0.6,0,WE,,,0.0,,0,0,2019,Low digital literacy,45-54,14.0
4699,4700,4700,19,Male,Alexandria,0.92,1,Orange,Mobile Data,Orange Go 80GB,6.1,Streaming,420,40,2019,IS_Internet_User,15-24,13.7
4700,4701,4701,52,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 40GB,3.6,Communication,240,25,2021,IS_Internet_User,45-54,12.0
4701,4702,4702,19,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.1,Gaming,260,25,2017,IS_Internet_User,15-24,14.0
4702,4703,4703,20,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,6.1,Social Media,200,20,2022,IS_Internet_User,15-24,13.7
4703,4704,4704,43,Female,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Plus,5.5,News,350,50,2021,IS_Internet_User,35-44,17.1
4704,4705,4705,40,Male,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2021,Physical disability,35-44,13.7
4705,4706,4706,36,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,3.6,News,350,30,2023,IS_Internet_User,35-44,14.0
4706,4707,4707,19,Male,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 80GB,5.2,Gaming,410,40,2021,IS_Internet_User,15-24,14.0
